Student,Text,No evidence,Target phenomena,Set-up conditions,Entities,Activities,Properties,Organization,Chaining
S,L is like in. I think.,1,0,0,0,0,0,0,0
C,It says L is in and h is out based on the picture that I drew here.,1,0,0,0,0,0,0,0
M,So we want - we want out.,1,0,0,0,0,0,0,0
S,Ok so in this -,1,0,0,0,0,0,0,0
C,So we want qh?,1,0,0,0,0,0,0,0
S,- example they're finding the rate of heat rejection.,1,0,0,0,0,0,0,0
L,Oh cause it's qL - q low and q high.,1,0,0,0,0,0,0,0
C,Oh yeah cause it's going from the low refrigerator. Ok.,1,0,0,0,0,0,0,0
S,Yeah yeah so they're finding the rate of heat rejection and that's qh. So I mean I guess we also want...,1,0,0,0,0,0,0,0
C,q dot h minus q dot L... um and COP r equals q dot L over w dot. Ok.,1,0,0,0,0,0,0,0
L,So it's like 2.3 divided by 5000? Wait.,1,0,0,0,0,0,0,0
C,Great.,1,0,0,0,0,0,0,0
L,Interesting.,1,0,0,0,0,0,0,0
C,Should we make it kilowatts instead of just watts?,1,0,0,0,0,0,0,0
L,Oh is it normally kilowatts?,1,0,0,0,0,0,0,0
C,"I don't know. I just saw in that example it was kilowatts, so I don't know if like -",1,0,0,0,0,0,0,0
S,Um when they did it here it was in kilowatts.,1,0,0,0,0,0,0,0
L,Ok so yeah so 5 kilowatts?,1,0,0,0,0,0,0,0
M,Yeah. That makes more sense.,1,0,0,0,0,0,0,0
L,That makes it more -,1,0,0,0,0,0,0,0
S,Also that's gonna be -,1,0,0,0,0,0,0,0
C,Makes it a bit better.,1,0,0,0,0,0,0,0
S,- like per second so we convert it.,1,0,0,0,0,0,0,0
C,Ok so q dot m equals...,1,0,0,0,0,0,0,0
S,So it's per day or per hour.,1,0,0,0,0,0,0,0
C,So 2.3,1,0,0,0,0,0,0,0
L,So 2.3 divided by 5?,1,0,0,0,0,0,0,0
S,"So that's per second, right? Yeah.",1,0,0,0,0,0,0,0
L,Kilojoules per second.,1,0,0,0,0,0,0,0
M,Is it times 5?,1,0,0,0,0,0,0,0
L,No cause it's COP over - or yeah times yeah I'm really bad at algebra.,1,0,0,0,0,0,0,0
C,So 11.5.,1,0,0,0,0,0,0,0
L,I kept doing that on the thermo exam. I would like move things to the other side.,1,0,0,0,0,0,0,0
C,Oh I think I messed up that exam so much. Oh. I don't want to get that back.,1,0,0,0,0,0,0,0
S,I know he's like I'll try to give it back to you on Thursday I'm like it's ok just keep it.,1,0,0,0,0,0,0,0
C,He was like oh yeah like you guys should know how to use the tables actually wait I don't know and I'm like I don't know how to use the tables.,1,0,0,0,0,0,0,0
L,Wait what? We wouldn't have to use the tables?,1,0,0,0,0,0,0,0
C,When he was talking about the test he was like oh you - or he was like doing an example problem and he's like oh you guys should know how to use the tables by now and he's like actually I don't know that cause I haven't finished grading your tests.,1,0,0,0,0,0,0,0
S,Yeah.,1,0,0,0,0,0,0,0
L,Yeah that -,1,0,0,0,0,0,0,0
C,And I was like LOL you're gonna learn that I don't know how to use the tables.,1,0,0,0,0,0,0,0
S,So that's kilojoules per second so if you go like -,1,0,0,0,0,0,0,0
L,I don't know why we-,1,0,0,0,0,0,0,0
C,Ok and so we have,1,0,0,0,0,0,0,0
S,Per hour?,1,0,0,0,0,0,0,0
C,W on the top.,1,0,0,0,0,0,0,0
L,Ok so then we can find qL from that.,1,0,0,0,0,0,0,0
S,We want -,1,0,0,0,0,0,0,0
C,qh.,1,0,0,0,0,0,0,0
S,That is qL right?,1,0,0,0,0,0,0,0
L,This is q -,1,0,0,0,0,0,0,0
S,L.,1,0,0,0,0,0,0,0
L,Oh oh yeah. So we can find qh I mean.,1,0,0,0,0,0,0,0
C,So we can find qh.,1,0,0,0,0,0,0,0
S,Cause qh equals qL plus w net.,1,0,0,0,0,0,0,0
L,Equals minus qL?,1,0,0,0,0,0,0,0
C,Ok so.,1,0,0,0,0,0,0,0
S,qh equals qL plus w net.,1,0,0,0,0,0,0,0
C,qh equals...,1,0,0,0,0,0,0,0
L,Oh ok. Yeah you're right. Algebra hard.,1,0,0,0,0,0,0,0
M,Hopefully the second one is shorter.,1,0,0,0,0,0,0,0
L,Ok 11.5 plus 5.,1,0,0,0,0,0,0,0
S,I feel like we didn't do that much like math but it's just like deciding how big it should be and like.,1,0,0,0,0,0,0,0
C,Took a solid forty minutes anyways.,1,0,0,0,0,0,0,0
M,Yeah I have a midterm tomorrow so.,1,0,0,0,0,0,0,0
C,Plus kilojoules per second.,1,0,0,0,0,0,0,0
L,Ok I got sixteen and a half.,1,0,0,0,0,0,0,0
S,Do you wanna go per hour.,1,0,0,0,0,0,0,0
C,Yeah that makes sense. Should this be kilowatts per second?,1,0,0,0,0,0,0,0
M,Kilowatts is per second.,1,0,0,0,0,0,0,0
L,Uh kilojoules per second.,1,0,0,0,0,0,0,0
C,Oh right. Things I should know.,1,0,0,0,0,0,0,0
M,Ok. And then we have to suggest a method for minimizing heat loss. Add insulation?,1,0,0,0,0,0,0,0
L,Yeah I don't know what else we'd possibly say.,1,0,0,0,0,0,0,0
S,We could replace the windows with more efficient.,0,0,1,0,0,0,0,0
L,Get a better AC.,0,0,1,0,0,0,0,0
M,Or get a better AC system.,0,0,1,0,0,0,0,0
C,Yeah. One could be get a better AC.,0,0,1,0,0,0,0,0
S,We could do all of those. Let's just say all three.,1,0,0,0,0,0,0,0
C,Or just insulate. Ok so.,1,0,0,0,0,0,0,0
S,Insulate the building. Get better windows.,0,0,1,0,0,0,0,0
C,Ways to...,1,0,0,0,0,0,0,0
L,Move to a colder location.,1,0,0,0,0,0,0,0
S,Don't operate during the summer months.,0,0,1,0,0,0,0,0
C,Um. Getting a better AC unit or a more efficient AC unit.,0,0,1,0,0,0,0,0
S,More energy efficient I guess. I don't know. Whatever efficient works.,1,0,0,0,0,0,0,0
C,Energy efficient. Um. Insulating the building better.,1,0,0,0,0,0,0,0
M,Still going.,1,0,0,0,0,0,0,0
S,Yeah.,1,0,0,0,0,0,0,0
C,And do we have a third one? Or do we just -,1,0,0,0,0,0,0,0
S,I said something about the windows but it's just I feel like -,0,0,1,0,0,0,0,0
L,Oh like get double panes.,0,0,1,0,0,0,0,0
S,- insulating the building.,0,0,1,0,0,0,0,0
L,Glass.,0,0,1,0,0,0,0,0
S,I was just thinking if it's like an old building with bad windows.,0,0,1,0,0,0,0,0
L,This is your whole major.,1,0,0,0,0,0,0,0
C,Get better windows.,1,0,0,0,0,0,0,0
S,I literally have a project like this.,1,0,0,0,0,0,0,0
S,There's hard math involved.,1,0,0,0,0,0,0,0
C,Do not. Oh wow. This much heat loss.,1,0,0,0,0,0,0,0
L,"I'm not very good at math, so that makes it tough.",1,0,0,0,0,0,0,0
