Student,Text,No evidence,Target phenomena,Set-up conditions,Entities,Activities,Properties,Organization,Chaining
A,Big scales,1,0,0,0,0,0,0,0
X,- on big scales it can matter. And that was actually a really expensive thing for the contractor because it's um I think it's like several million dollars a day if you don't have a plant - ,1,0,0,0,0,0,0,0
T,Yeah.,1,0,0,0,0,0,0,0
X,Like a plant is supposed to be online and it's not. ,1,0,0,0,0,0,0,0
T,And it's not yeah.,1,0,0,0,0,0,0,0
X,And it takes like twelve or eighteen hours to start a plant up. So um.,1,0,0,0,0,0,0,0
T,That's ,1,0,0,0,0,0,0,0
X,You know just get somebody to go up there and cut the beam and stuff.,1,0,0,0,0,0,0,0
T,Yeah. Um. Equals...um ok any other - I mean obviously just the regular like instrumentational error. And like - ,1,0,0,0,0,0,0,0
X,"Yeah I mean it's - so the um - so probably we have a data acquisition system, and all of the readings that we're taking probably go through something called a analog or digital converter so a ADC.",0,0,1,0,0,0,0,0
T,Mhm. ,1,0,0,0,0,0,0,0
X,And so depending on how many bits that ADC is like if it's eight bits it means it can have two hundred and fifty-six values. And if you think about it that's like that's like that's not that much. ,0,0,1,0,0,0,0,0
T,Yeah.,1,0,0,0,0,0,0,0
X,Right whereas if it was fifteen uh fourteen bits or sixteen bits or twenty-four bits and you get more and more um so that's a place that you know if - if you know better sensors I guess.,0,0,1,0,0,0,0,0
T,Yeah. Um. High-quality sensors. I guess. And calibrate them correctly.,0,0,1,0,0,0,0,0
X,Yeah actually calibration's a big one right?,1,0,0,0,0,0,0,0
T,Yeah. Um. Ok. Any other major things to add? I feel like this is a pretty good -,1,0,0,0,0,0,0,0
X,Pretty good place.,1,0,0,0,0,0,0,0
T,- thing. Yeah?,1,0,0,0,0,0,0,0
X,Ok.,1,0,0,0,0,0,0,0
T,Ok. I'm good with that. ,1,0,0,0,0,0,0,0
X,Ok. ,1,0,0,0,0,0,0,0
