Student,Text,No evidence,Target phenomena,Set-up conditions,Entities,Activities,Properties,Organization,Chaining
P,Wait F equals...,1,0,0,0,0,0,0,0
G,F equals.,1,0,0,0,0,0,0,0
P,That doesn't make sense.,1,0,0,0,0,0,0,0
G,m F over t ve plus F?,1,0,0,0,0,0,0,0
P,That doesn't work.,1,0,0,0,0,0,0,0
G,That doesn't work. ,1,0,0,0,0,0,0,0
D,That doesn't make sense. ,1,0,0,0,0,0,0,0
G,This doesn't work.,1,0,0,0,0,0,0,0
P,Scratch that.,1,0,0,0,0,0,0,0
G,Scratch that. ,1,0,0,0,0,0,0,0
P,"Uh this is mixture ratio versus chamber pressure, and I don't know if chamber pressure is the same thing, but I'm gonna see if I can find something with pe. Nope. Just control F pe. Pellant.",1,0,0,0,0,0,0,0
G,Um. Oh I found - I found maybe exit velocities. ,1,0,0,0,0,0,0,0
P,Oh great. ,1,0,0,0,0,0,0,0
G,Maybe.,1,0,0,0,0,0,0,0
P,Mixture ratio is ratio of oxidizer to...,1,0,0,0,0,0,0,0
G,I found an equation for exit velocity that looks awful.,1,0,0,0,0,0,0,0
D,Oh yeah that looks miserable. Let's not use that.,1,0,0,0,0,0,0,0
P,What is it? We can figure out what all those are...,1,0,0,0,0,0,0,0
D,What's gamma?,1,0,0,0,0,0,0,0
G,I don't know.,1,0,0,0,0,0,0,0
P,Some angle or something. ,1,0,0,0,0,0,0,0
G,"Gamma is the isentropic expansion factor, which is cp over cv.",1,0,0,0,0,0,0,0
D,Oh.,1,0,0,0,0,0,0,0
P,Oh. ,1,0,0,0,0,0,0,0
G,Which we don't have for this mixture. ,1,0,0,0,0,0,0,0
D,Yeah.,1,0,0,0,0,0,0,0
P,We can assume that oxygen at pa temperature is an ideal gas?,1,0,0,0,0,0,0,0
G,Yeah but it's a mixture of oxygen and hydrogen. ,1,0,0,0,0,0,0,0
P,Hm. Still an ideal gas at that point. ,1,0,0,0,0,0,0,0
G,Yeah but you don't know the - but cp is specific to a material.,1,0,0,0,0,0,0,0
P,Unless it's an ideal gas.,1,0,0,0,0,0,0,0
R,Engine operating pressures usually ranging...,1,0,0,0,0,0,0,0
P,Cause you can - there's cp - or c values. cp is equal to cv for ideal gases. ,1,0,0,0,0,0,0,0
G,Yeah but it's still specific to a material.,1,0,0,0,0,0,0,0
P,"Right but I'm pretty sure in the ideal gas table, like it's - at that point it's just particles bouncing around and they're far enough apart that it kind of equalizes. I thought.",1,0,0,0,0,0,0,0
G,I don't think - I think - I think it - ,1,0,0,0,0,0,0,0
P,No maybe you're right. Maybe I'm misremembering that. ,1,0,0,0,0,0,0,0
R,I think I found a - you found a ve?,1,0,0,0,0,0,0,0
G,"Uh yeah. I also - I did find a ve. I found one for liquid and one for solid, so then we could average them and say that the one for hybrid is somewhere in between. What did you find for your ve?",1,0,0,0,0,0,0,0
R,"Uh 3,630 meters per second. ",1,0,0,0,0,0,0,0
P,That's a lot of meters in a second.  ,1,0,0,0,0,0,0,0
G,I have - mine's in kilometers per second. ,1,0,0,0,0,0,0,0
P,Is it -,1,0,0,0,0,0,0,0
D,That divided by 1000?,1,0,0,0,0,0,0,0
P,3?,1,0,0,0,0,0,0,0
G,Yeah it's like 3 to 4.5.,1,0,0,0,0,0,0,0
P,"Great. Works for me. Anything in that range, happy to take it. ",1,0,0,0,0,0,0,0
D,Yeah. ,1,0,0,0,0,0,0,0
G,Ok. So then yeah. ,1,0,0,0,0,0,0,0
D,What was yours?,1,0,0,0,0,0,0,0
P,You guys want to take 4?,1,0,0,0,0,0,0,0
R,Uh.,1,0,0,0,0,0,0,0
P,3.75?,1,0,0,0,0,0,0,0
R,3.67 kilometers per second.,1,0,0,0,0,0,0,0
D,Ok.,1,0,0,0,0,0,0,0
G,Yeah.,1,0,0,0,0,0,0,0
P,3.6 is good.,1,0,0,0,0,0,0,0
D,That's like in the middle of your range too cause yours starts at 2.9 so. ,1,0,0,0,0,0,0,0
G,Yeah so let's say 3.6 so ve is 3.6 kilometers per second. ,1,0,0,0,0,0,0,0
P,Yup. So as - well I mean we could... ,1,0,0,0,0,0,0,0
G,Is yours on NASA?,1,0,0,0,0,0,0,0
R,Is yours?,1,0,0,0,0,0,0,0
P,Britannica.,1,0,0,0,0,0,0,0
G,Oh Britannica's good. That's fine.,1,0,0,0,0,0,0,0
D,That sounds a lot more reliable than Wikipedia.,1,0,0,0,0,0,0,0
P,Wikipedia's plenty reliable.,1,0,0,0,0,0,0,0
G,We could also - ,1,0,0,0,0,0,0,0
D,Not when it says 2.9 to 4.5 and that gives 3.6 exactly so.,1,0,0,0,0,0,0,0
G,Well...,1,0,0,0,0,0,0,0
P,That's still fine.,1,0,0,0,0,0,0,0
G,That's still - I mean - ,1,0,0,0,0,0,0,0
P,Averaging. ,1,0,0,0,0,0,0,0
G,Not all rockets are the same. Ok.,1,0,0,0,0,0,0,0
P,Um.,1,0,0,0,0,0,0,0
D,They're all exactly the same. ,1,0,0,0,0,0,0,0
G,And then - ,1,0,0,0,0,0,0,0
P,pe is our problem child.,1,0,0,0,0,0,0,0
G,pe is indeed our problem child.,1,0,0,0,0,0,0,0
P,Um. ,1,0,0,0,0,0,0,0
G,Oh this gives the same equation for specific impulse. We love to see that. ,1,0,0,0,0,0,0,0
P,Excellent.,1,0,0,0,0,0,0,0
G,Excellent. ,1,0,0,0,0,0,0,0
P,"Hey if you multiply - or divide that by delta t, you get back to the force. Can we do that? I mean I guess it's over a range so it doesn't really work out that well, but...",1,0,0,0,0,0,0,0
G,I don't envision - I don't want us to get another force is equal to something plus force equation. That's gonna work out super well for us. ,1,0,0,0,0,0,0,0
P,Yeah this website is not helpful. What time do you have to go to your class?,1,0,0,0,0,0,0,0
G,Uh I need to leave at like 1:20. ,1,0,0,0,0,0,0,0
D,Same. ,1,0,0,0,0,0,0,0
P,Ok.,1,0,0,0,0,0,0,0
G,Are you...you're the one who also has class right after this.,1,0,0,0,0,0,0,0
D,Yeah but I have Diff Eq literally like upstairs so. ,1,0,0,0,0,0,0,0
G,Ok. I'm going to another building. ,1,0,0,0,0,0,0,0
D,I can leave in like 5 minutes before the class starts. ,1,0,0,0,0,0,0,0
G,Ok. So we have like probably fifteen - we have like probably twenty minutes. ,1,0,0,0,0,0,0,0
P,Um. ,1,0,0,0,0,0,0,0
G,Ok but we...,1,0,0,0,0,0,0,0
D,p equals n R T over v?,1,0,0,0,0,0,0,0
P,I just found a uh 10 or so page thing on rocket performance and efficiency. Hopefully there will be something good in here. Um let's start with remembering that for rocket t equals p...,1,0,0,0,0,0,0,0
G,Mmm no cause then we'd have to find the number of moles. ,1,0,0,0,0,0,0,0
R,Yeah it says engine operating pressures usually range from a thousand to ten thousand kilopascals. That - does that help?,1,0,0,0,0,0,0,0
P,That's - wait - that's what they operate at?,1,0,0,0,0,0,0,0
R,Yeah. ,1,0,0,0,0,0,0,0
P,"We have a range. It's big. It's an order of magnitude, but - ",1,0,0,0,0,0,0,0
G,Is it actually an order of magnitude?,1,0,0,0,0,0,0,0
P,But this is fine for feasibility. A thousand to ten thousand. Um. Kilopascals. Which um is you know a lot bigger than a hundred so I think assuming that we're still in that range or even if we're at - we - let's just assume we're at the maximum range for the sake of expediency um and cause we're really just doing a feasibility check more than anything else.,1,0,0,0,0,0,0,0
G,"If we also assume the same pressure for both of them, then it will be fine. ",1,0,0,0,0,0,0,0
P,Yeah. So let's say it's ten thousand maximum.,1,0,0,0,0,0,0,0
D,Ten thousand. ,1,0,0,0,0,0,0,0
P,Um and we um ,1,0,0,0,0,0,0,0
G,It'd be fine but fine. ,1,0,0,0,0,0,0,0
D,Debatable.,1,0,0,0,0,0,0,0
P,Then we have an equation we can get m.,1,0,0,0,0,0,0,0
G,This is like a super neat piece of paper. I think we should turn this one in. ,1,0,0,0,0,0,0,0
D,Honestly - ,1,0,0,0,0,0,0,0
R,All organized just a bunch of arrows next to this. ,1,0,0,0,0,0,0,0
P,That's what my exam looked like guys. I'm not gonna lie. ,1,0,0,0,0,0,0,0
G,"This is what all of my exams look like. This is what my homework looks like. Cause I write an equation of what I'm looking for, and then I'm like ok I have this I don't have that and then I need that I need that. And then I like yeah. This is what everything I do looks like.",1,0,0,0,0,0,0,0
P,Not a linear process.,1,0,0,0,0,0,0,0
G,No. ,1,0,0,0,0,0,0,0
P,Gotta let it do its thing. Um. Ok so let's crunch numbers. ,1,0,0,0,0,0,0,0
G,Ok so now let's solve for mf. So F minus...this is zero...F minus p0 Ae.,1,0,0,0,0,0,0,0
D,"How bout you do all this out, and then once everything's written out, we'll figure out how to do it nicely.",1,0,0,0,0,0,0,0
G,Is equal to...mf over tp.,1,0,0,0,0,0,0,0
P,So I guess my question is...it would be nice if we could see how efficiency is specifically - ,1,0,0,0,0,0,0,0
G,This is our mf equation?,1,0,0,0,0,0,0,0
P,Yup.,1,0,0,0,0,0,0,0
G,Have you been writing down our things as we went?,1,0,0,0,0,0,0,0
D,"Not the values, but all the assumptions we've been talking about I've been writing down. So I still need to write down like - like all these values that we got I need to write that down I guess.",1,0,0,0,0,0,0,0
P,So we had 3.6 something for - ,1,0,0,0,0,0,0,0
G,Kilometers per second. ,1,0,0,0,0,0,0,0
P,For velocity. Um. And we had ten thousand kilopascals.,1,0,0,0,0,0,0,0
G,Which is in - you have that actually in meters. Which is 3 - that's move it three times over? Three six zero zero meters per second?,1,0,0,0,0,0,0,0
P,Should be...,1,0,0,0,0,0,0,0
G,Is a kilometer to a meter a hundred or a thousand?,1,0,0,0,0,0,0,0
P,Should be more meters than kilometers. ,1,0,0,0,0,0,0,0
G,Yeah.,1,0,0,0,0,0,0,0
P,Yeah. So - ,1,0,0,0,0,0,0,0
G,But is it a hundred or a thousand?,1,0,0,0,0,0,0,0
D,A thousand. ,1,0,0,0,0,0,0,0
G,"So it's three, six, and then three zeros meters per second.",1,0,0,0,0,0,0,0
P,"We're at ten thousand kilopascals, which is um.",1,0,0,0,0,0,0,0
D,What are you - what are you asking?,1,0,0,0,0,0,0,0
P,Ten thousand Pascals is - ,1,0,0,0,0,0,0,0
G,"How many...? If I'm trying to convert three point 6 kilometers per second to 3.6 meters per second, but I'm - ",1,0,0,0,0,0,0,0
D,Three six zero zero.,1,0,0,0,0,0,0,0
G,Only two zeros.,1,0,0,0,0,0,0,0
D,Yes. ,1,0,0,0,0,0,0,0
R,Yes.,1,0,0,0,0,0,0,0
G,Ok. Thanks. That's what I wanted to know.,1,0,0,0,0,0,0,0
P,Um yeah. Yeah you're good.,1,0,0,0,0,0,0,0
G,Ok so what did you get for t?,1,0,0,0,0,0,0,0
P,Uh t was...,1,0,0,0,0,0,0,0
R,t was 8.5 minutes.,1,0,0,0,0,0,0,0
P,Yeah. Some num - I can tell you how many seconds. ,1,0,0,0,0,0,0,0
G,"Minutes, which is...",1,0,0,0,0,0,0,0
P,8.5 you said?,1,0,0,0,0,0,0,0
G,Liquid is equal to...,1,0,0,0,0,0,0,0
P,Just 510 seconds. ,1,0,0,0,0,0,0,0
G,Um thank you. Can - and then 2 million pounds of thrust is how many Newtons?,1,0,0,0,0,0,0,0
P,I will Google convert that for you. How many did we say? 10 million?,1,0,0,0,0,0,0,0
G,2 million. ,1,0,0,0,0,0,0,0
P,2 million. 2 million lbf in Newtons. ,1,0,0,0,0,0,0,0
D,Time equals...,1,0,0,0,0,0,0,0
P,You ready to write down a number?,1,0,0,0,0,0,0,0
G,Yeah I got it. ,1,0,0,0,0,0,0,0
P,Do you want it in kilo?,1,0,0,0,0,0,0,0
G,No I want it in Newtons.,1,0,0,0,0,0,0,0
P,Ok. Um so 8896443.2 Newtons. We definitely have that many sig figs in our measurement. ,1,0,0,0,0,0,0,0
G,Oh for sure. ,1,0,0,0,0,0,0,0
P,We could say - we could say 9 million. ,1,0,0,0,0,0,0,0
G,Let's say 9.,1,0,0,0,0,0,0,0
P,I think that's fair. We have one sig fig. We have one. Let's be real. ,1,0,0,0,0,0,0,0
R,p0 is...you said we're just gonna take the maximum?,1,0,0,0,0,0,0,0
P,Uh we were saying p0 is negligible compared to the pressure regardless of whether it's on our surface or in vacuum. It's so small that it doesn't really affect our final value that much. ,1,0,0,0,0,0,0,0
D,So what is this? This is um F?,1,0,0,0,0,0,0,0
G,Yeah that's F. So this is equal to 510 s times 9 one two three four five six minus - what letter is that? What did I write?,1,0,0,0,0,0,0,0
P,What did I write here?,1,0,0,0,0,0,0,0
G,Maybe not. ,1,0,0,0,0,0,0,0
P,Oh right so my question was if we can find how efficiency of these rockets is actually defined because how are we multiplying that efficiency to our final answer? Is it literally - ,1,0,0,0,0,0,0,0
G,Yeah that's what I wanted to know.,1,0,0,0,0,0,0,0
P,- gonna be like one minus that - we need that much more mass? Or - ,1,0,0,0,0,0,0,0
G,Well so this one is - I think we probably need that much more mass.,1,0,0,0,0,0,0,0
P,Yeah.,1,0,0,0,0,0,0,0
G,"Because if it's only 8% efficient, then we need to have - ",1,0,0,0,0,0,0,0
P,20% more mass. Yeah.,1,0,0,0,0,0,0,0
G,Yeah. ,1,0,0,0,0,0,0,0
P,Roughly.,1,0,0,0,0,0,0,0
G,Yeah. Or 80%.,1,0,0,0,0,0,0,0
P,Or 93. Whatever. So 7% more mass.,1,0,0,0,0,0,0,0
G,Ok pe - What is pe? I thought we found that.,1,0,0,0,0,0,0,0
R,Uh ten thousand kilopascals.,1,0,0,0,0,0,0,0
P,"Ten thousand kPa was our max value, so we were just assuming. ",1,0,0,0,0,0,0,0
G,Is SI kPa or Pa? ,1,0,0,0,0,0,0,0
P,Um as long as you're consistent.,1,0,0,0,0,0,0,0
G,But it's only used once. ,1,0,0,0,0,0,0,0
P,"It's gonna be kilonewtons per meter squared. Is kPa, so if you have Newtons on that side, you could just add three zeros to it. ",1,0,0,0,0,0,0,0
G,Ok so that's...,1,0,0,0,0,0,0,0
D,Ten million.,1,0,0,0,0,0,0,0
G,Thanks. Pascal...,1,0,0,0,0,0,0,0
P,You just wrote ten billion. One of those days.,1,0,0,0,0,0,0,0
G,I'm the literal worst at unit conversions. Unit conversion and subtraction is the number one area I lose points on exams. Um feet can you do this to meters?,1,0,0,0,0,0,0,0
P,Yeah 27.5? And the - whatever the other one - oh we don't need the length. We don't need it. 27.5 feet. ,1,0,0,0,0,0,0,0
D,Did we need the mass?,1,0,0,0,0,0,0,0
P,8.382.,1,0,0,0,0,0,0,0
G,The mass? That's what we're looking for. ,1,0,0,0,0,0,0,0
D,"Oh I'm actually stupid. It's been a long day, and it's only 1 o'clock.",1,0,0,0,0,0,0,0
G,Wait sorry what was the diameter?,1,0,0,0,0,0,0,0
P,Uh 8.382. Or you know - ,1,0,0,0,0,0,0,0
G,2,1,0,0,0,0,0,0,0
P,8.4? I don't know. Round it. ,1,0,0,0,0,0,0,0
R,8.382 meters. ,1,0,0,0,0,0,0,0
D,Oh that's 27.5 ok. Never mind. ,1,0,0,0,0,0,0,0
P,Wow.,1,0,0,0,0,0,0,0
D,I was like wow 275 to 8 meters. And I was like wait 275 feet is an awfully big diameter. ,1,0,0,0,0,0,0,0
P,8 meters is not small for a diameter though. ,1,0,0,0,0,0,0,0
G,Oh wait that's diameter - oh fuck. ,1,0,0,0,0,0,0,0
P,Yeah.,1,0,0,0,0,0,0,0
D,Still significantly smaller than 275 though. ,1,0,0,0,0,0,0,0
G,Pi times 8.4 squared over 4.,1,0,0,0,0,0,0,0
P,We got some negative number. That's scary. ,1,0,0,0,0,0,0,0
G,For the mass?,1,0,0,0,0,0,0,0
P,We've broken physics!,1,0,0,0,0,0,0,0
G,We love that. ,1,0,0,0,0,0,0,0
P,We can - with negative mass we can beat the speed of light. Congratulations guys. Wait -,1,0,0,0,0,0,0,0
G,It's because this number is bigger than this number. ,1,0,0,0,0,0,0,0
R,Yeah.,1,0,0,0,0,0,0,0
G,So we assumed too high of an exit pressure. ,1,0,0,0,0,0,0,0
R,So just assume like middle.,1,0,0,0,0,0,0,0
G,Yeah. Picking the maximum isn't gonna work. ,1,0,0,0,0,0,0,0
P,Ok um.,1,0,0,0,0,0,0,0
R,So let's go 5 million?,1,0,0,0,0,0,0,0
P,I mean at this point it's gonna be between - well it should still - ,1,0,0,0,0,0,0,0
R,It's still negative. ,1,0,0,0,0,0,0,0
P,"That doesn't make sense to me cause the pressure should be adding - like that exit pressure should be presumably adding to your um thrust, right? It is plus. That's what - that's all. Oh because when you rearrange - ",1,0,0,0,0,0,0,0
G,Yeah but I solved for mass.,1,0,0,0,0,0,0,0
P,When you rearranged I see.  ,1,0,0,0,0,0,0,0
G,You have to subtract.,1,0,0,0,0,0,0,0
P,Yeah I see what you're saying. Um. So it would just be F minus that value divided by our exit velocity.,1,0,0,0,0,0,0,0
G,"You put this in, right?",1,0,0,0,0,0,0,0
P,What's our F value?,1,0,0,0,0,0,0,0
G,Oh you're using Desmos cool.,1,0,0,0,0,0,0,0
P,Our F value was 10 million?,1,0,0,0,0,0,0,0
R,Our F value - we converted that to pounds. I got converted that to 9 million.,1,0,0,0,0,0,0,0
G,It should be 9 million. ,1,0,0,0,0,0,0,0
R,Oh so we're not doing the exact number.,1,0,0,0,0,0,0,0
P,Yeah just rounding. 9 million Newtons. Um 9 million Newtons times...,1,0,0,0,0,0,0,0
P,But it's still gonna give us a negative number.,1,0,0,0,0,0,0,0
P,Or minus - Yeah. ,1,0,0,0,0,0,0,0
G,That's not the problem. The problem is this. It's either this assumption is too small.,1,0,0,0,0,0,0,0
P,Or that assumption is too - ,1,0,0,0,0,0,0,0
G,Or this assumption is too big. ,1,0,0,0,0,0,0,0
P,That's a - ,1,0,0,0,0,0,0,0
G,This is the only thing we assumed in the top row.,1,0,0,0,0,0,0,0
P,Yeah. So we're - ,1,0,0,0,0,0,0,0
G,So it's this one. ,1,0,0,0,0,0,0,0
P,Yeah.,1,0,0,0,0,0,0,0
G,"Cause this was from SLS, this was from SLS, and that was also from SLS.",1,0,0,0,0,0,0,0
P,Ok. So it's our pe value?,1,0,0,0,0,0,0,0
G,So it's our pe value.,1,0,0,0,0,0,0,0
P,"Yeah. So we need to adjust that. I mean right now it's at...what we originally had it at like 10 MPa? I mean that's like a lot, but I don't think it's something that doesn't occur in the universe. ",1,0,0,0,0,0,0,0
G,No I think we had it at 10 kPa.,1,0,0,0,0,0,0,0
R,Well we just leave it in kPa?,1,0,0,0,0,0,0,0
P,10 kPa is one tenth of air pressure. So that makes no sense.,1,0,0,0,0,0,0,0
G,Never mind never mind never mind. ,1,0,0,0,0,0,0,0
P,Um. We're just like blowing very lightly out that.,1,0,0,0,0,0,0,0
G,Whoops.,1,0,0,0,0,0,0,0
P,So it's gotta be MPa but um - just trying to think. pe...,1,0,0,0,0,0,0,0
G,What is the lowest value on that range that you had? ,1,0,0,0,0,0,0,0
P,It went from a thousand to ten thousand.,1,0,0,0,0,0,0,0
R,A thousand to ten thousand kilopascals.,1,0,0,0,0,0,0,0
P,kPa. Unless we just did a unit conversion silly.,1,0,0,0,0,0,0,0
G,Well let's do a thousand. ,1,0,0,0,0,0,0,0
P,Did we do a unit conversion silly?,1,0,0,0,0,0,0,0
G,We might have done a unit conversion silly. That's possible.,1,0,0,0,0,0,0,0
P,Oh no you did it right. Um. ,1,0,0,0,0,0,0,0
G,Ten to the sixth. ,1,0,0,0,0,0,0,0
R,"If we assumed a thousand, would it be one hundred thousand Pascals?",1,0,0,0,0,0,0,0
G,A thousand would be one times ten to the sixth. So it'd be one with six zeros. ,1,0,0,0,0,0,0,0
P,Yeah.,1,0,0,0,0,0,0,0
G,What does that give you?,1,0,0,0,0,0,0,0
P,One with...yeah.,1,0,0,0,0,0,0,0
R,So one million? Or a hundred thousand. ,1,0,0,0,0,0,0,0
P,One million. ,1,0,0,0,0,0,0,0
D,One million. ,1,0,0,0,0,0,0,0
P,Yup. Cause it was ten million before. So that... well then.,1,0,0,0,0,0,0,0
G,Well.,1,0,0,0,0,0,0,0
P,I mean a thousand kPa - if it's already at a thousand kPa then we really probably shouldn't neglect p0 cause that's gonna be - at Earth's surface - ,1,0,0,0,0,0,0,0
G,Yeah the problem is we're neglecting p0.,1,0,0,0,0,0,0,0
P,"Right cause that's gonna reduce that value. But - so at Earth's surface, it's gonna be 10% of that value. It'll be a hundred kPa. Um. And then it's gonna decrease linearly with altitude. So it's gonna definitely take a little bit from that, but it's over the whole length. ",1,0,0,0,0,0,0,0
R,What's this pressure?,1,0,0,0,0,0,0,0
P,It's about a hundred kPa. I think it's 101 or something like that. ,1,0,0,0,0,0,0,0
G,"Let's just say that it doesn't decrease, which we know is wrong, but let's say it doesn't. What does that give us?",1,0,0,0,0,0,0,0
P,So minus...,1,0,0,0,0,0,0,0
G,So in here this would be minus.,1,0,0,0,0,0,0,0
P,Unless we're wrong about - ,1,0,0,0,0,0,0,0
G,This would be pe minus po Ae.,1,0,0,0,0,0,0,0
D,What if we're wrong about the force? About that assumption?,1,0,0,0,0,0,0,0
G,Well the force though was something that we actually found from the SLS.,1,0,0,0,0,0,0,0
D,Ok. ,1,0,0,0,0,0,0,0
R,"This says...liquid and hydrogen, liquid oxygen, to produce two million pounds of thrust. ",1,0,0,0,0,0,0,0
P,We said...two million. Just confirm that. It is...yeah 9 million Newtons.,1,0,0,0,0,0,0,0
D,And that's over the course of the entire?,1,0,0,0,0,0,0,0
P,No force is sort of an instantaneous measure. ,1,0,0,0,0,0,0,0
D,"I guess I'm just confused cause we're doing - we're multiplying by 510 seconds, but I don't think that matters.",1,0,0,0,0,0,0,0
G,Cause that's time.,1,0,0,0,0,0,0,0
P,Yeah. So our area - ,1,0,0,0,0,0,0,0
G,Well let's and just be like this isn't right.,1,0,0,0,0,0,0,0
R,But we - should we just try including po?,1,0,0,0,0,0,0,0
G,Yeah that's what I - oh I thought you did that. ,1,0,0,0,0,0,0,0
R,No. ,1,0,0,0,0,0,0,0
P,"So minus one tenth of that, so a hundred thousand. Still negative. ",1,0,0,0,0,0,0,0
G,It's still negative?,1,0,0,0,0,0,0,0
R,Aw shit.,1,0,0,0,0,0,0,0
G,Are you ok?,1,0,0,0,0,0,0,0
R,Yeah I just deleted all that. ,1,0,0,0,0,0,0,0
G,Oh. ,1,0,0,0,0,0,0,0
R,"I tried to click this, but I clicked the X button I'm like aw no I just lost it. ",1,0,0,0,0,0,0,0
G,Is it still negative?,1,0,0,0,0,0,0,0
P,Yup. ,1,0,0,0,0,0,0,0
G,I mean I didn't really expect that to change a whole lot. ,1,0,0,0,0,0,0,0
P,It's literally just...I guess it is really that pressure difference that's kind of doing the work here. So you would need - so we're not really evaluating - I guess we're evaluating how far it went in terms of like how much time it was moving with this force being applied to it.,1,0,0,0,0,0,0,0
G,Yeah.,1,0,0,0,0,0,0,0
P,Um. And it's accelerating that whole time. You know.,1,0,0,0,0,0,0,0
R,Since velocity is changing.,1,0,0,0,0,0,0,0
P,"Yes. But the - I mean not the velocity of the - if your inertial frame of reference is the rocket itself, then the velocity of the gas exiting stays the same. Um. But your body is certainly changing velocity, and as you get further away from the earth's pole, that's gonna change too. Um. Who knew rocket science was so hard?",1,0,0,0,0,0,0,0
G,Surprise. ,1,0,0,0,0,0,0,0
P,Hm. I think you guys have to go in 8 minutes so.,1,0,0,0,0,0,0,0
G,Yeah. ,1,0,0,0,0,0,0,0
P,Let's wait for a catharsis I guess. ,1,0,0,0,0,0,0,0
G,We need to do the other part of this. ,1,0,0,0,0,0,0,0
P,"Yeah I mean that's just putting it - that would just be putting it in terms of um the mass of the engine, but um... But we certainly got an answer that didn't make a lick of sense. ",1,0,0,0,0,0,0,0
G,"I mean it was a lot of math, which makes the sense. ",1,0,0,0,0,0,0,0
P,"Hold up. Hold up. We're looking at this at the end state of its existence, right?",1,0,0,0,0,0,0,0
G,Time should be negative.,1,0,0,0,0,0,0,0
P,We're looking at - or it's mass that we have lost. ,1,0,0,0,0,0,0,0
R,Ahh.,1,0,0,0,0,0,0,0
D,So is velocity negative?,1,0,0,0,0,0,0,0
G,I hate us. ,1,0,0,0,0,0,0,0
P,You can't have negative mass.,1,0,0,0,0,0,0,0
G,You can't have - no -,1,0,0,0,0,0,0,0
P,But you can lose mass.,1,0,0,0,0,0,0,0
G,But because it's m dot and we went from m dot to m.,1,0,0,0,0,0,0,0
R,Ohh.,1,0,0,0,0,0,0,0
P,Yeah. ,1,0,0,0,0,0,0,0
D,Fuck that's actually the most annoying thing in the world.,1,0,0,0,0,0,0,0
P,So I think our zero - ,1,0,0,0,0,0,0,0
G,I think our thing was actually right.,1,0,0,0,0,0,0,0
P,Yeah if we go to the - ,1,0,0,0,0,0,0,0
R,To the original - ,1,0,0,0,0,0,0,0
P,"- so we have the um the 10 million um 10 million Pascals, so delete that and add one zero to that. ",1,0,0,0,0,0,0,0
R,Another zero?,1,0,0,0,0,0,0,0
P,One more zero. We need 77 million kilograms.,1,0,0,0,0,0,0,0
G,Wait how much was the actual?,1,0,0,0,0,0,0,0
R,Um the tank holds 537 thousand gallons of liquid.,1,0,0,0,0,0,0,0
G,Off by an order of magnitude but it's ok. We probably assumed a higher exit pressure than the one that it was.,1,0,0,0,0,0,0,0
P,"Yeah we went to the max. Although that's in the subtraction term, so that would lower our value.",1,0,0,0,0,0,0,0
G,"Oh you're right. Well then I don't know. Oh we likely then assumed a lower velocity because that was the other value and it's division by velocity, so we likely assumed a lower exit velocity than what it actually is. ",1,0,0,0,0,0,0,0
R,Yeah cause you had the 3.5 to 4.,1,0,0,0,0,0,0,0
G,To 4. Or I had 2.9 to 4. To 4.5 so. ,1,0,0,0,0,0,0,0
P,"So Saturn 5 used about 300,000 pounds, which is gonna be less kilograms.",1,0,0,0,0,0,0,0
G,But Saturn 5 also went to the moon. No - yeah - no no no no no no. I don't know which one - ,1,0,0,0,0,0,0,0
P,History.,1,0,0,0,0,0,0,0
G,Oh yeah Saturn 5 was the rocket that went to the moon. ,1,0,0,0,0,0,0,0
P,So further. ,1,0,0,0,0,0,0,0
G,If you wanna look at - look up Redstone or look up um yeah Redstone was what they used to get to the Mercury astronauts into orbit. ,1,0,0,0,0,0,0,0
P,"So it had oh ok so it had um 5 thousand kilograms of alcohol, 11,500 kilograms of oxygen, and 360 kilograms of hydrogen peroxide, so - ",1,0,0,0,0,0,0,0
G,Oh wait so this is - ,1,0,0,0,0,0,0,0
P,So this was like - ,1,0,0,0,0,0,0,0
G,Here Roger can he just copy what you have on your computer? The Desmos equation.,1,0,0,0,0,0,0,0
P,"Close to 20,000. ",1,0,0,0,0,0,0,0
D,What are the last of the values that I haven't put in yet?,1,0,0,0,0,0,0,0
P,"So we're certainly quite a bit - so this thing used maybe like 20,000 kilograms of fuel, and we're at like 70 million, so we're quite a bit off. Um. And 70 million kilograms of oxygen would occupy a lot of space. ",0,0,0,0,0,1,0,0
G,Yeah. I wonder what happens - ,1,0,0,0,0,0,0,0
D,D equals 8.3.,1,0,0,0,0,0,0,0
G,Sorry. Why are there so many things right here? Thank you for letting me look at your - ,1,0,0,0,0,0,0,0
P,I mean I think that's what happens when you get values from like different sources. ,1,0,0,0,0,0,0,0
G,Different sources.,1,0,0,0,0,0,0,0
P,"Even if it was all SLS, it might - ",1,0,0,0,0,0,0,0
G,Well it - ,1,0,0,0,0,0,0,0
P,It might be like SLS speaking about different things contextually that we kinda like missed in our hurry.,1,0,0,0,0,0,0,0
R,"We kinda breezed over everything, but we could just say that in our assumptions. ",1,0,0,0,0,0,0,0
G,Yeah even the maximum that we found still gives us like 61 million. ,1,0,0,0,0,0,0,0
P,Yeah.,1,0,0,0,0,0,0,0
G,If we had assumed the maximum velocity. ,1,0,0,0,0,0,0,0
P,Yeah. What about maximum velocity and - no I guess maximum velocity and maximum - ,1,0,0,0,0,0,0,0
G,We were already assuming maximum pressure. ,1,0,0,0,0,0,0,0
P,Yeah. So. That makes sense. More pressure you need less mass. Um. ,1,0,0,0,0,0,0,0
